Date,High,Low,Open,Close,Volume,Adj Close
2018-11-30,34.88999938964844,34.68000030517578,34.68000030517578,34.72999954223633,118700,34.72999954223633
2018-12-03,34.689998626708984,34.5,34.619998931884766,34.689998626708984,90100,34.689998626708984
2018-12-04,34.689998626708984,34.20000076293945,34.619998931884766,34.20000076293945,101800,34.20000076293945
2018-12-06,34.810001373291016,34.040000915527344,34.040000915527344,34.7599983215332,581000,34.7599983215332
2018-12-07,35.02000045776367,34.779998779296875,34.810001373291016,34.779998779296875,133600,34.779998779296875
2018-12-10,35.150001525878906,34.68000030517578,35.150001525878906,34.86000061035156,73900,34.86000061035156
2018-12-11,35.15999984741211,34.959999084472656,35.119998931884766,35.0099983215332,56700,35.0099983215332
2018-12-12,35.209999084472656,35.029998779296875,35.16999816894531,35.119998931884766,78000,35.119998931884766
2018-12-13,35.099998474121094,34.84000015258789,35.099998474121094,35.02000045776367,74500,35.02000045776367
2018-12-14,34.970001220703125,34.77000045776367,34.900001525878906,34.91999816894531,55400,34.91999816894531
2018-12-17,35.04999923706055,34.689998626708984,34.91999816894531,34.72999954223633,164600,34.72999954223633
2018-12-18,34.91999816894531,34.650001525878906,34.75,34.650001525878906,117800,34.650001525878906
2018-12-19,35.18000030517578,34.56999969482422,34.83000183105469,34.58000183105469,73500,34.58000183105469
2018-12-20,35.04999923706055,34.7599983215332,34.7599983215332,34.93000030517578,98600,34.93000030517578
2018-12-21,35.20000076293945,34.720001220703125,34.9900016784668,34.849998474121094,180700,34.849998474121094
2018-12-24,34.689998626708984,34.31999969482422,34.689998626708984,34.5,39000,34.5
2018-12-26,34.7599983215332,34.310001373291016,34.400001525878906,34.72999954223633,67900,34.72999954223633
2018-12-27,34.869998931884766,34.41999816894531,34.41999816894531,34.79999923706055,91100,34.79999923706055
2018-12-28,36.11000061035156,35.61000061035156,35.68000030517578,35.689998626708984,195200,35.689998626708984
2018-12-31,35.9900016784668,35.689998626708984,35.93000030517578,35.790000915527344,99900,35.790000915527344
2019-01-02,35.150001525878906,34.84000015258789,35.0,35.150001525878906,136400,35.150001525878906
2019-01-03,34.88999938964844,34.630001068115234,34.75,34.7400016784668,132800,34.7400016784668
2019-01-04,35.29999923706055,34.959999084472656,35.119998931884766,35.209999084472656,69200,35.209999084472656
