Date,High,Low,Open,Close,Volume,Adj Close
2018-11-30,28.6299991607666,27.8700008392334,27.940000534057617,28.399999618530273,64284600.0,28.242164611816406
2018-12-03,29.040000915527344,28.360000610351562,28.989999771118164,28.540000915527344,59908700.0,28.38138771057129
2018-12-04,28.31999969482422,26.729999542236328,28.31999969482422,26.989999771118164,103565700.0,26.84000015258789
2018-12-06,26.31999969482422,25.530000686645508,26.229999542236328,26.280000686645508,133294200.0,26.280000686645508
2018-12-07,26.540000915527344,25.299999237060547,26.149999618530273,25.43000030517578,107477600.0,25.43000030517578
2018-12-10,25.229999542236328,24.290000915527344,25.18000030517578,24.760000228881836,110166900.0,24.760000228881836
2018-12-11,25.399999618530273,24.530000686645508,25.209999084472656,24.579999923706055,78545000.0,24.579999923706055
2018-12-12,24.989999771118164,24.3700008392334,24.8700008392334,24.520000457763672,87191800.0,24.520000457763672
2018-12-13,24.81999969482422,24.280000686645508,24.65999984741211,24.399999618530273,64860100.0,24.399999618530273
2018-12-14,24.8700008392334,24.1200008392334,24.18000030517578,24.479999542236328,92762600.0,24.479999542236328
2018-12-17,24.93000030517578,24.15999984741211,24.260000228881836,24.469999313354492,98602800.0,24.469999313354492
2018-12-18,25.09000015258789,24.309999465942383,24.670000076293945,24.469999313354492,89046300.0,24.469999313354492
2018-12-19,25.239999771118164,24.06999969482422,24.450000762939453,24.18000030517578,121887600.0,24.18000030517578
2018-12-20,24.43000030517578,23.760000228881836,23.850000381469727,24.110000610351562,112594000.0,24.110000610351562
2018-12-21,24.510000228881836,23.260000228881836,23.90999984741211,23.3700008392334,160800400.0,23.3700008392334
2018-12-24,23.209999084472656,22.65999984741211,22.760000228881836,22.729999542236328,64859100.0,22.729999542236328
2018-12-26,24.18000030517578,22.690000534057617,22.90999984741211,24.110000610351562,100877800.0,24.110000610351562
2018-12-27,24.3700008392334,23.389999389648438,23.780000686645508,24.3700008392334,91575400.0,24.3700008392334
2018-12-28,24.75,24.260000228881836,24.59000015258789,24.389999389648438,78693800.0,24.389999389648438
2018-12-31,24.969999313354492,24.3700008392334,24.56999969482422,24.639999389648438,56257300.0,24.639999389648438
2019-01-02,25.139999389648438,24.010000228881836,24.079999923706055,24.959999084472656,71836300.0,24.959999084472656
2019-01-03,25.040000915527344,24.450000762939453,24.940000534057617,24.559999465942383,66599600.0,24.559999465942383
2019-01-04,25.649999618530273,25.030000686645508,25.100000381469727,25.579999923706055,83773600.0,25.579999923706055
